id,label,lang,text,group_id,is_augmented
chq-068,cheque,en,"A friend and I jointly funded a food truck. When we split, he bought my share and gave three cheques. The first cleared, the second of Rs 1.6 lakhs bounced, and he postdated the third by a full year without asking.",chq-068,False
chq-068-v1,cheque,en,"A friend and I jointly funded a food truck. When we split, he bought my share and gave three cheques. The first cleared, the second of Rs 1.6 lakhs came back unpaid, and he postdated the third by a full year without asking.",chq-068,True
chq-068-v2,cheque,en,"Please help me with this. A friend and I jointly funded a food truck. When we split, he bought my share and gave three cheques. The first cleared, the second of Rs 1.6 lakhs came back unpaid, and he postdated the third by a full year without asking.",chq-068,True
chq-068-v3,cheque,en,"Please help me with this. A friend and I jointly funded a food truck. When we split, he bought my share and gave three cheques. The first cleared, the second of Rs 1.6 lakhs was dishonoured, and he postdated the third by a full year without asking.",chq-068,True
chq-070,cheque,en,"An advertising client's cheque of Rs 3.15 lakhs to my agency bounced. He immediately paid Rs 50,000 online and promised the rest in weekly instalments, but the instalments stopped after two weeks.",chq-070,False
chq-070-v1,cheque,en,"I need some guidance. An advertising client's cheque of Rs 3.15 lakhs to my agency came back unpaid. He immediately paid Rs 50,000 online and promised the rest in weekly instalments, but the instalments stopped after two weeks.",chq-070,True
chq-070-v2,cheque,en,"An advertising client's cheque of Rs 3.15 lakhs to my agency was dishonoured. He immediately paid Rs 50,000 online and promised the rest in weekly instalments, but the instalments stopped after two weeks.",chq-070,True
chq-070-v3,cheque,en,"An advertising client's cheque of Rs 3.15 lakhs to my agency came back unpaid. He immediately paid Rs 50,000 online and promised the rest in weekly instalments, but the instalments stopped after two weeks. Please advise.",chq-070,True
chq-071,cheque,en,"The rice mill I supply paddy to gave a cheque for the season's settlement, Rs 4.8 lakhs. It bounced due to stop payment. The mill owner claims moisture deductions justify paying less and stopping the cheque.",chq-071,False
chq-071-v1,cheque,en,"The rice mill I supply paddy to gave a cheque for the season's settlement, Rs 4.8 lakhs. It came back unpaid due to stop payment. The mill owner claims moisture deductions justify paying less and stopping the cheque.",chq-071,True
chq-071-v2,cheque,en,"Hello, The rice mill I supply paddy to gave a cheque for the season's settlement, Rs 4.8 lakhs. It was dishonoured due to stop payment. The mill owner claims moisture deductions justify paying less and stopping the cheque.",chq-071,True
chq-071-v3,cheque,en,"The rice mill I supply paddy to gave a cheque for the season's settlement, Rs 4.8 lakhs. It was dishonoured due to stop payment. The mill owner claims moisture deductions justify paying less and stopping the cheque. Kindly guide me on the next steps.",chq-071,True
chq-073,cheque,en,"A hostel mess contractor owed my vegetable business Rs 83,000 and his cheque bounced. He has moved to another city's college mess. I have his new address from a mutual contact.",chq-073,False
chq-073-v1,cheque,en,"A hostel mess contractor owed my vegetable business Rs 208,000 and his cheque was dishonoured. He has moved to another city's college mess. I have his new address from a mutual contact.",chq-073,True
chq-073-v2,cheque,en,"Please help me with this. A hostel mess contractor owed my vegetable business Rs 50,000 and his cheque was dishonoured. He has moved to another city's college mess. I have his new address from a mutual contact.",chq-073,True
chq-073-v3,cheque,en,"A hostel mess contractor owed my vegetable business Rs 166,000 and his cheque was dishonoured. He has moved to another city's college mess. I have his new address from a mutual contact. Is there any legal option for me?",chq-073,True
chq-074,cheque,en,"I took a franchisee's territory back and my company issued his deposit refund, but our accountant issued it from a closed account by mistake and it bounced. He is threatening a case against me personally.",chq-074,False
chq-074-v1,cheque,en,"Please help me with this. I took a franchisee's territory back and my firm issued his deposit money back, but our accountant issued it from a closed account by mistake and it bounced. He is threatening a case against me personally.",chq-074,True
chq-074-v2,cheque,en,"I took a franchisee's territory back and my firm issued his deposit money back, but our accountant issued it from a closed account by mistake and it bounced. He is threatening a case against me personally. Kindly guide me on the next steps.",chq-074,True
chq-074-v3,cheque,en,"I need some guidance. I took a franchisee's territory back and my firm issued his deposit money back, but our accountant issued it from a closed account by mistake and it bounced. He is threatening a case against me personally.",chq-074,True
chq-076,cheque,en,My husband's friend took Rs 7 lakhs for a joint plot purchase that never happened. He returned Rs 2 lakhs and gave a cheque for the balance which has bounced. The plot was never even registered.,chq-076,False
chq-076-v1,cheque,en,My husband's friend took Rs 7 lakhs for a joint plot purchase that never happened. He returned Rs 2 lakhs and gave a cheque for the balance which has was dishonoured. The plot was never even registered.,chq-076,True
chq-076-v2,cheque,en,My husband's friend took Rs 7 lakhs for a joint plot purchase that never happened. He returned Rs 2 lakhs and gave a cheque for the balance which has came back unpaid. The plot was never even registered.,chq-076,True
chq-076-v3,cheque,en,"Hello, My husband's friend took Rs 7 lakhs for a joint plot purchase that never happened. He returned Rs 2 lakhs and gave a cheque for the balance which has was dishonoured. The plot was never even registered.",chq-076,True
chq-077,cheque,en,"A bounced cheque of Rs 45,000 from a customer is with me, but I have crossed almost a month since the bank memo. How many days do I have for the notice, and what happens if I am late?",chq-077,False
chq-077-v1,cheque,en,"A came back unpaid cheque of Rs 36,000 from a customer is with me, but I have crossed almost a month since the bank memo. How many days do I have for the notice, and what happens if I am late? What should I do now?",chq-077,True
chq-077-v2,cheque,en,"A came back unpaid cheque of Rs 18,000 from a customer is with me, but I have crossed almost a month since the bank memo. How many days do I have for the notice, and what happens if I am late?",chq-077,True
chq-077-v3,cheque,en,"A was dishonoured cheque of Rs 18,000 from a customer is with me, but I have crossed almost a month since the bank memo. How many days do I have for the notice, and what happens if I am late?",chq-077,True
chq-079,cheque,en,"My wife's boutique customer took bridal wear worth Rs 92,000 on a cheque that bounced after the wedding. Her family says the outfits were defective, though they were worn for the full event and photos exist.",chq-079,False
chq-079-v1,cheque,en,"My wife's boutique customer took bridal wear worth Rs 184,000 on a cheque that was dishonoured after the wedding. Her family says the outfits were faulty, though they were worn for the full event and photos exist. What should I do now?",chq-079,True
chq-079-v2,cheque,en,"My wife's boutique customer took bridal wear worth Rs 230,000 on a cheque that was dishonoured after the wedding. Her family says the outfits were faulty, though they were worn for the full event and photos exist. Is there any legal option for me?",chq-079,True
chq-079-v3,cheque,en,"My wife's boutique customer took bridal wear worth Rs 184,000 on a cheque that came back unpaid after the wedding. Her family says the outfits were faulty, though they were worn for the full event and photos exist.",chq-079,True
chq-080,cheque,en,I hold a bounced cheque of Rs 15 lakhs from a land deal. The drawer has offered a registered settlement deed for a smaller amount. My lawyer friend says a 138 case is stronger. I want a second opinion.,chq-080,False
chq-080-v1,cheque,en,I hold a came back unpaid cheque of Rs 15 lakhs from a land deal. The drawer has offered a registered settlement deed for a smaller amount. My lawyer friend says a 138 case is stronger. I want a second opinion.,chq-080,True
chq-080-v2,cheque,en,I hold a was dishonoured cheque of Rs 15 lakhs from a land deal. The drawer has offered a registered settlement deed for a smaller amount. My lawyer friend says a 138 case is stronger. I want a second opinion. Is there any legal option for me?,chq-080,True
chq-080-v3,cheque,en,I hold a was dishonoured cheque of Rs 15 lakhs from a land deal. The drawer has offered a registered settlement deed for a smaller amount. My lawyer friend says a 138 case is stronger. I want a second opinion.,chq-080,True
con-001,consumer,en,I bought a refrigerator from a local dealer three months ago and the compressor has already failed twice. The dealer says the warranty does not cover it and refuses to repair or replace it.,con-001,False
con-001-v1,consumer,en,I need some guidance. I bought a refrigerator from a local dealer three months ago and the compressor has already failed twice. The dealer says the warranty does not cover it and refuses to repair or replace it.,con-001,True
con-001-v2,consumer,en,"Sir, I bought a refrigerator from a local dealer three months ago and the compressor has already failed twice. The dealer says the warranty does not cover it and refuses to repair or replace it.",con-001,True
con-001-v3,consumer,en,I bought a refrigerator from a local dealer three months ago and the compressor has already failed twice. The dealer says the warranty does not cover it and refuses to repair or replace it. Please advise.,con-001,True
con-002,consumer,en,"Ordered a phone online for Rs 18,000. The box arrived with a used handset that has scratches on the screen. The seller rejected my return request saying the product was opened.",con-002,False
con-002-v1,consumer,en,"Hello, Ordered a mobile online for Rs 36,000. The box arrived with a used handset that has scratches on the screen. The seller rejected my return request saying the product was opened.",con-002,True
con-002-v2,consumer,en,"Ordered a mobile online for Rs 36,000. The box arrived with a used handset that has scratches on the screen. The seller rejected my return request saying the product was opened.",con-002,True
con-002-v3,consumer,en,"Ordered a mobile online for Rs 45,000. The box arrived with a used handset that has scratches on the screen. The seller rejected my return request saying the product was opened. Please advise.",con-002,True
con-003,consumer,en,The washing machine I purchased last month leaks water all over the floor. The service centre has visited three times and it still does not work. I want my money back.,con-003,False
con-003-v1,consumer,en,Please help me with this. The washing machine I purchased last month leaks water all over the floor. The service centre has visited three times and it still does not work. I want my money back.,con-003,True
con-003-v2,consumer,en,I need some guidance. The washing machine I purchased last month leaks water all over the floor. The service centre has visited three times and it still does not work. I want my money back.,con-003,True
con-003-v3,consumer,en,The washing machine I purchased last month leaks water all over the floor. The service centre has visited three times and it still does not work. I want my money back. Please advise.,con-003,True
con-006,consumer,hi-rom,"Maine ek online site se mixer grinder kharida tha, ek hafte me hi kharab ho gaya. Return request daali to reject kar di, bol rahe hain policy me nahi aata. Paise wapas kaise milenge?",con-006,False
con-006-v1,consumer,hi-rom,"Maine ek online site se mixer grinder kharida tha, ek hafte me hi kharab ho gaya. Return request daali to reject kar di, bol rahe hain policy me nahi aata. Paise wapas kaise milenge? Is there any legal option for me?",con-006,True
con-006-v2,consumer,hi-rom,"I need some guidance. Maine ek online site se mixer grinder kharida tha, ek hafte me hi kharab ho gaya. Return request daali to reject kar di, bol rahe hain policy me nahi aata. Paise wapas kaise milenge?",con-006,True
con-006-v3,consumer,hi-rom,"Maine ek online site se mixer grinder kharida tha, ek hafte me hi kharab ho gaya. Return request daali to reject kar di, bol rahe hain policy me nahi aata. Paise wapas kaise milenge? Please advise.",con-006,True
con-007,consumer,en,"A travel agency took Rs 60,000 from us for a Kerala package and cancelled the trip two days before departure. They are offering credit notes instead of a refund.",con-007,False
con-007-v1,consumer,en,"A travel agency took Rs 150,000 from us for a Nagpur package and cancelled the trip two days before departure. They are offering credit notes instead of a money back.",con-007,True
con-007-v2,consumer,en,"I need some guidance. A travel agency took Rs 36,000 from us for a Dehradun package and cancelled the trip two days before departure. They are offering credit notes instead of a money back.",con-007,True
con-007-v3,consumer,en,"Sir, A travel agency took Rs 36,000 from us for a Surat package and cancelled the trip two days before departure. They are offering credit notes instead of a money back.",con-007,True
con-008,consumer,en,"The gym near my house charged me for an annual membership and shut down after four months. No refund, no response, the owner has blocked my number.",con-008,False
con-008-v1,consumer,en,"The gym near my house charged me for an annual membership and shut down after four months. No money back, no response, the owner has blocked my number.",con-008,True
con-008-v2,consumer,en,"Hello, The gym near my house charged me for an annual membership and shut down after four months. No money back, no response, the owner has blocked my number.",con-008,True
con-008-v3,consumer,en,"I need some guidance. The gym near my house charged me for an annual membership and shut down after four months. No money back, no response, the owner has blocked my number.",con-008,True
con-009,consumer,en,"I gave my car for service and they replaced parts without asking me, then billed me Rs 35,000. The old parts were not returned and the bill has vague charges.",con-009,False
con-009-v1,consumer,en,"I need some guidance. I gave my car for service and they replaced parts without asking me, then billed me Rs 52,000. The old parts were not returned and the bill has vague charges.",con-009,True
con-009-v2,consumer,en,"I gave my car for service and they replaced parts without asking me, then billed me Rs 21,000. The old parts were not returned and the bill has vague charges.",con-009,True
con-009-v3,consumer,en,"I gave my car for service and they replaced parts without asking me, then billed me Rs 52,000. The old parts were not returned and the bill has vague charges.",con-009,True
con-010,consumer,en,Bought a water purifier with a five year service contract. The company has skipped the last three scheduled services and now the filter is clogged.,con-010,False
con-010-v1,consumer,en,I need some guidance. Bought a water purifier with a five year service contract. The firm has skipped the last three scheduled services and now the filter is clogged.,con-010,True
con-010-v2,consumer,en,Bought a water purifier with a five year service contract. The firm has skipped the last three scheduled services and now the filter is clogged.,con-010,True
con-010-v3,consumer,en,Bought a water purifier with a five year service contract. The firm has skipped the last three scheduled services and now the filter is clogged. What should I do now?,con-010,True
con-011,consumer,en,"My son enrolled in a coaching institute that promised small batches and study material. The batches have eighty students and no material was given. They refuse to refund the Rs 90,000 fee.",con-011,False
con-011-v1,consumer,en,"Sir, My son enrolled in a coaching institute that promised small batches and study material. The batches have eighty students and no material was given. They refuse to money back the Rs 180,000 fee.",con-011,True
con-011-v2,consumer,en,"My son enrolled in a coaching institute that promised small batches and study material. The batches have eighty students and no material was given. They refuse to money back the Rs 54,000 fee.",con-011,True
con-011-v3,consumer,en,"My son enrolled in a coaching institute that promised small batches and study material. The batches have eighty students and no material was given. They refuse to money back the Rs 135,000 fee. Is there any legal option for me?",con-011,True
con-016,consumer,en,"The AC I bought in April cools for ten minutes and then trips. Four complaints registered, every time the technician says gas refilled, problem solved, and it fails again the next day.",con-016,False
con-016-v1,consumer,en,"The AC I bought in April cools for ten minutes and then trips. Four complaints registered, every time the technician says gas refilled, problem solved, and it fails again the next day. Please advise.",con-016,True
con-016-v2,consumer,en,"I need some guidance. The AC I bought in April cools for ten minutes and then trips. Four complaints registered, every time the technician says gas refilled, problem solved, and it fails again the next day.",con-016,True
con-016-v3,consumer,en,"Hello, The AC I bought in April cools for ten minutes and then trips. Four complaints registered, every time the technician says gas refilled, problem solved, and it fails again the next day.",con-016,True
con-017,consumer,en,A bakery delivered a stale cake for my daughter's birthday and several guests fell sick. They refunded nothing and said we should have checked before cutting.,con-017,False
con-017-v1,consumer,en,A bakery delivered a stale cake for my daughter's birthday and several guests fell sick. They refunded nothing and said we should have checked before cutting. Please advise.,con-017,True
con-017-v2,consumer,en,"Sir, A bakery delivered a stale cake for my daughter's birthday and several guests fell sick. They refunded nothing and said we should have checked before cutting.",con-017,True
con-017-v3,consumer,en,A bakery delivered a stale cake for my daughter's birthday and several guests fell sick. They refunded nothing and said we should have checked before cutting. Kindly guide me on the next steps.,con-017,True
con-019,consumer,en,"I paid for a premium seat on a flight and the airline shifted me to a middle seat at the gate. They refused to refund the seat charges of Rs 1,500.",con-019,False
con-019-v1,consumer,en,I paid for a premium seat on a flight and the airline shifted me to a middle seat at the gate. They refused to money back the seat charges of Rs 900. Please advise.,con-019,True
con-019-v2,consumer,en,I paid for a premium seat on a flight and the airline shifted me to a middle seat at the gate. They refused to money back the seat charges of Rs 600.,con-019,True
con-019-v3,consumer,en,"Hello, I paid for a premium seat on a flight and the airline shifted me to a middle seat at the gate. They refused to money back the seat charges of Rs 3,000.",con-019,True
con-020,consumer,en,"My spectacles from a branded optical store have the wrong power. The store says the prescription I gave was wrong, but their own optometrist did the eye test.",con-020,False
con-020-v1,consumer,en,"My spectacles from a branded optical store have the wrong power. The store says the prescription I gave was wrong, but their own optometrist did the eye test. Is there any legal option for me?",con-020,True
con-020-v2,consumer,en,"My spectacles from a branded optical store have the wrong power. The store says the prescription I gave was wrong, but their own optometrist did the eye test. What should I do now?",con-020,True
con-020-v3,consumer,en,"I need some guidance. My spectacles from a branded optical store have the wrong power. The store says the prescription I gave was wrong, but their own optometrist did the eye test.",con-020,True
con-021,consumer,en,Bought a second hand certified car from a dealership with a one year engine warranty. The engine seized in month five and now they claim the certification only covers electrical faults.,con-021,False
con-021-v1,consumer,en,Bought a second hand certified car from a dealership with a one year engine warranty. The engine seized in month five and now they claim the certification only covers electrical faults. Please advise.,con-021,True
con-021-v2,consumer,en,"Sir, Bought a second hand certified car from a dealership with a one year engine warranty. The engine seized in month five and now they claim the certification only covers electrical faults.",con-021,True
con-021-v3,consumer,en,"Hello, Bought a second hand certified car from a dealership with a one year engine warranty. The engine seized in month five and now they claim the certification only covers electrical faults.",con-021,True
con-022,consumer,en,My mother had cataract surgery at a private hospital and lost most vision in that eye. Another doctor says the wrong lens power was implanted. The hospital is refusing to share her complete medical records.,con-022,False
con-022-v1,consumer,en,My mother had cataract surgery at a private hospital and lost most vision in that eye. Another doctor says the wrong lens power was implanted. The hospital is refusing to share her complete medical records. Please advise.,con-022,True
con-022-v2,consumer,en,My mother had cataract surgery at a private hospital and lost most vision in that eye. Another doctor says the wrong lens power was implanted. The hospital is refusing to share her complete medical records. Kindly guide me on the next steps.,con-022,True
con-022-v3,consumer,en,Please help me with this. My mother had cataract surgery at a private hospital and lost most vision in that eye. Another doctor says the wrong lens power was implanted. The hospital is refusing to share her complete medical records.,con-022,True
con-023,consumer,en,"The RO company installed a machine and took Rs 4,000 extra for a copper filter that was never fitted. The technician admits it verbally but the company denies it.",con-023,False
con-023-v1,consumer,en,"The RO firm installed a machine and took Rs 2,400 extra for a copper filter that was never fitted. The technician admits it verbally but the company denies it.",con-023,True
con-023-v2,consumer,en,"Please help me with this. The RO firm installed a machine and took Rs 8,000 extra for a copper filter that was never fitted. The technician admits it verbally but the company denies it.",con-023,True
con-023-v3,consumer,en,"Please help me with this. The RO firm installed a machine and took Rs 2,400 extra for a copper filter that was never fitted. The technician admits it verbally but the company denies it.",con-023,True
con-024,consumer,en,I subscribed to a meal delivery service for a month. Half the deliveries never came and the food that did come was spoiled twice. They refuse any refund citing a no refund policy.,con-024,False
con-024-v1,consumer,en,I subscribed to a meal delivery service for a month. Half the deliveries never came and the food that did come was spoiled twice. They refuse any money back citing a no refund policy. Please advise.,con-024,True
con-024-v2,consumer,en,"Sir, I subscribed to a meal delivery service for a month. Half the deliveries never came and the food that did come was spoiled twice. They refuse any money back citing a no refund policy.",con-024,True
con-024-v3,consumer,en,I subscribed to a meal delivery service for a month. Half the deliveries never came and the food that did come was spoiled twice. They refuse any money back citing a no refund policy. What should I do now?,con-024,True
con-025,consumer,en,"A tailor shop took my wedding sherwani for alteration and ruined the embroidery. The outfit cost Rs 55,000 and they are offering Rs 5,000 as settlement.",con-025,False
con-025-v1,consumer,en,"Sir, A tailor store took my wedding sherwani for alteration and ruined the embroidery. The outfit cost Rs 82,000 and they are offering Rs 5,000 as settlement.",con-025,True
con-025-v2,consumer,en,"A tailor store took my wedding sherwani for alteration and ruined the embroidery. The outfit cost Rs 82,000 and they are offering Rs 5,000 as settlement. Please advise.",con-025,True
con-025-v3,consumer,en,"Hello, A tailor store took my wedding sherwani for alteration and ruined the embroidery. The outfit cost Rs 22,000 and they are offering Rs 5,000 as settlement.",con-025,True
con-026,consumer,en,The inverter battery I bought carries a 36 month replacement warranty. It died in month twelve and the dealer keeps saying the company has not approved the claim.,con-026,False
con-026-v1,consumer,en,The inverter battery I bought carries a 36 month replacement warranty. It died in month twelve and the dealer keeps saying the firm has not approved the claim.,con-026,True
con-026-v2,consumer,en,The inverter battery I bought carries a 36 month replacement warranty. It died in month twelve and the dealer keeps saying the firm has not approved the claim. Kindly guide me on the next steps.,con-026,True
con-026-v3,consumer,en,The inverter battery I bought carries a 36 month replacement warranty. It died in month twelve and the dealer keeps saying the firm has not approved the claim. Is there any legal option for me?,con-026,True
con-031,consumer,en,"My health insurance claim for my wife's hospitalization was rejected saying the illness was pre existing, but she was never diagnosed with it before this policy. The hospital bill was Rs 2.8 lakhs.",con-031,False
con-031-v1,consumer,en,"Sir, My health insurance claim for my wife's hospitalization was rejected saying the illness was pre existing, but she was never diagnosed with it before this policy. The hospital bill was Rs 2.8 lakhs.",con-031,True
con-031-v2,consumer,en,"My health insurance claim for my wife's hospitalization was rejected saying the illness was pre existing, but she was never diagnosed with it before this policy. The hospital bill was Rs 2.8 lakhs. Kindly guide me on the next steps.",con-031,True
con-031-v3,consumer,en,"My health insurance claim for my wife's hospitalization was rejected saying the illness was pre existing, but she was never diagnosed with it before this policy. The hospital bill was Rs 2.8 lakhs. What should I do now?",con-031,True
con-033,consumer,en,"I bought a geyser and it burst within a month, damaging the bathroom tiles. The company replaced the geyser but refuses to pay for the damage their defective product caused.",con-033,False
con-033-v1,consumer,en,"Hello, I bought a geyser and it burst within a month, damaging the bathroom tiles. The firm replaced the geyser but refuses to pay for the damage their faulty product caused.",con-033,True
con-033-v2,consumer,en,"I bought a geyser and it burst within a month, damaging the bathroom tiles. The firm replaced the geyser but refuses to pay for the damage their faulty product caused.",con-033,True
con-033-v3,consumer,en,"I bought a geyser and it burst within a month, damaging the bathroom tiles. The firm replaced the geyser but refuses to pay for the damage their faulty product caused. Kindly guide me on the next steps.",con-033,True
con-034,consumer,en,An online store delivered a fake branded watch. The serial number does not exist as per the brand's official website. The marketplace closed my complaint saying the seller has proof of authenticity.,con-034,False
con-034-v1,consumer,en,An online store delivered a fake branded watch. The serial number does not exist as per the brand's official website. The marketplace closed my grievance saying the seller has proof of authenticity. Please advise.,con-034,True
con-034-v2,consumer,en,An online store delivered a fake branded watch. The serial number does not exist as per the brand's official website. The marketplace closed my grievance saying the seller has proof of authenticity.,con-034,True
con-034-v3,consumer,en,"Sir, An online store delivered a fake branded watch. The serial number does not exist as per the brand's official website. The marketplace closed my grievance saying the seller has proof of authenticity.",con-034,True
con-037,consumer,en,"A mobile shop sold me a phone with a bill showing a different IMEI number. When the phone developed a fault, the company refused warranty because the bill does not match the device.",con-037,False
con-037-v1,consumer,en,"A mobile store sold me a phone with a bill showing a different IMEI number. When the phone developed a fault, the firm refused warranty because the bill does not match the device. Kindly guide me on the next steps.",con-037,True
con-037-v2,consumer,en,"A mobile store sold me a mobile with a bill showing a different IMEI number. When the phone developed a fault, the company refused warranty because the bill does not match the device.",con-037,True
con-037-v3,consumer,en,"A mobile store sold me a phone with a bill showing a different IMEI number. When the phone developed a fault, the firm refused warranty because the bill does not match the device.",con-037,True
con-038,consumer,en,Solar panel company took full payment of Rs 1.6 lakhs in January promising installation in three weeks. It is June and only the frame has been put up on my roof.,con-038,False
con-038-v1,consumer,en,Solar panel firm took full payment of Rs 1.6 lakhs in January promising installation in three weeks. It is June and only the frame has been put up on my roof. Kindly guide me on the next steps.,con-038,True
con-038-v2,consumer,en,Solar panel firm took full payment of Rs 1.6 lakhs in January promising installation in three weeks. It is June and only the frame has been put up on my roof.,con-038,True
con-038-v3,consumer,en,I need some guidance. Solar panel firm took full payment of Rs 1.6 lakhs in January promising installation in three weeks. It is June and only the frame has been put up on my roof.,con-038,True
con-039,consumer,en,"The dry cleaner shrunk my wife's silk saree worth Rs 30,000. Their receipt says maximum liability ten times the cleaning charge, which is just Rs 3,500.",con-039,False
con-039-v1,consumer,en,"The dry cleaner shrunk my wife's silk saree worth Rs 12,000. Their receipt says maximum liability ten times the cleaning charge, which is just Rs 3,500. Kindly guide me on the next steps.",con-039,True
con-039-v2,consumer,en,"The dry cleaner shrunk my wife's silk saree worth Rs 18,000. Their receipt says maximum liability ten times the cleaning charge, which is just Rs 3,500.",con-039,True
con-039-v3,consumer,en,"The dry cleaner shrunk my wife's silk saree worth Rs 60,000. Their receipt says maximum liability ten times the cleaning charge, which is just Rs 3,500.",con-039,True
con-040,consumer,en,"I ordered groceries worth Rs 3,200 and the app shows delivered but nothing came. Customer support keeps closing the ticket saying delivery partner confirmed the drop.",con-040,False
con-040-v1,consumer,en,"Hello, I ordered groceries worth Rs 6,400 and the app shows delivered but nothing came. Customer support keeps closing the ticket saying delivery partner confirmed the drop.",con-040,True
con-040-v2,consumer,en,"Sir, I ordered groceries worth Rs 4,800 and the app shows delivered but nothing came. Customer support keeps closing the ticket saying delivery partner confirmed the drop.",con-040,True
con-040-v3,consumer,en,"Sir, I ordered groceries worth Rs 2,600 and the app shows delivered but nothing came. Customer support keeps closing the ticket saying delivery partner confirmed the drop.",con-040,True
con-041,consumer,en,Purchased a treadmill on EMI. It arrived with a broken display and the company wants me to keep paying EMIs while the replacement is pending for two months already.,con-041,False
con-041-v1,consumer,en,Purchased a treadmill on EMI. It arrived with a broken display and the firm wants me to keep paying EMIs while the replacement is pending for two months already.,con-041,True
con-041-v2,consumer,en,Purchased a treadmill on EMI. It arrived with a broken display and the firm wants me to keep paying EMIs while the replacement is pending for two months already. Is there any legal option for me?,con-041,True
con-041-v3,consumer,en,Purchased a treadmill on EMI. It arrived with a broken display and the firm wants me to keep paying EMIs while the replacement is pending for two months already. Please advise.,con-041,True
con-043,consumer,en,The pest control service gave a one year warranty against termites. Termites are back in four months and they want to charge full price again for re treatment.,con-043,False
con-043-v1,consumer,en,Please help me with this. The pest control service gave a one year warranty against termites. Termites are back in four months and they want to charge full price again for re treatment.,con-043,True
con-043-v2,consumer,en,The pest control service gave a one year warranty against termites. Termites are back in four months and they want to charge full price again for re treatment. Is there any legal option for me?,con-043,True
con-043-v3,consumer,en,The pest control service gave a one year warranty against termites. Termites are back in four months and they want to charge full price again for re treatment. What should I do now?,con-043,True
con-044,consumer,en,My broadband provider billed me for a plan upgrade I never requested. They are threatening to send the extra amount to collections if I do not pay.,con-044,False
con-044-v1,consumer,en,My broadband provider billed me for a plan upgrade I never requested. They are threatening to send the extra amount to collections if I do not pay. Is there any legal option for me?,con-044,True
con-044-v2,consumer,en,My broadband provider billed me for a plan upgrade I never requested. They are threatening to send the extra amount to collections if I do not pay. Kindly guide me on the next steps.,con-044,True
con-044-v3,consumer,en,I need some guidance. My broadband provider billed me for a plan upgrade I never requested. They are threatening to send the extra amount to collections if I do not pay.,con-044,True
con-047,consumer,en,"My bank deducted Rs 590 four times as debit card annual charges in one year. Branch says it is a system error and will reverse, but three months have passed and nothing happened.",con-047,False
con-047-v1,consumer,en,"My bank deducted Rs 350 four times as debit card annual charges in one year. Branch says it is a system error and will reverse, but three months have passed and nothing happened.",con-047,True
con-047-v2,consumer,en,"My bank deducted Rs 470 four times as debit card annual charges in one year. Branch says it is a system error and will reverse, but three months have passed and nothing happened. Kindly guide me on the next steps.",con-047,True
con-047-v3,consumer,en,"My bank deducted Rs 1,500 four times as debit card annual charges in one year. Branch says it is a system error and will reverse, but three months have passed and nothing happened.",con-047,True
con-048,consumer,en,An education app sold my father a subscription for my brother by promising a guaranteed government job selection. It is just recorded videos. They took Rs 1.2 lakhs as a loan in his name.,con-048,False
con-048-v1,consumer,en,An education app sold my father a subscription for my brother by promising a guaranteed government job selection. It is just recorded videos. They took Rs 1.2 lakhs as a loan in his name. Please advise.,con-048,True
con-048-v2,consumer,en,An education app sold my father a subscription for my brother by promising a guaranteed government job selection. It is just recorded videos. They took Rs 1.2 lakhs as a loan in his name. Kindly guide me on the next steps.,con-048,True
con-048-v3,consumer,en,"Hello, An education app sold my father a subscription for my brother by promising a guaranteed government job selection. It is just recorded videos. They took Rs 1.2 lakhs as a loan in his name.",con-048,True
con-049,consumer,en,"The showroom promised free servicing for three years with my two wheeler. Now every service they add charges saying free covers only labour, not consumables, which was never told.",con-049,False
con-049-v1,consumer,en,"I need some guidance. The showroom promised free servicing for three years with my two wheeler. Now every service they add charges saying free covers only labour, not consumables, which was never told.",con-049,True
con-049-v2,consumer,en,"The showroom promised free servicing for three years with my two wheeler. Now every service they add charges saying free covers only labour, not consumables, which was never told. Please advise.",con-049,True
con-049-v3,consumer,en,"Please help me with this. The showroom promised free servicing for three years with my two wheeler. Now every service they add charges saying free covers only labour, not consumables, which was never told.",con-049,True
con-050,consumer,en,"I paid a matrimonial site Rs 50,000 for a personalised matchmaking plan with verified profiles. All the profiles they shared were unverified and half were inactive accounts.",con-050,False
con-050-v1,consumer,en,"I paid a matrimonial site Rs 125,000 for a personalised matchmaking plan with verified profiles. All the profiles they shared were unverified and half were inactive accounts.",con-050,True
con-050-v2,consumer,en,"I paid a matrimonial site Rs 30,000 for a personalised matchmaking plan with verified profiles. All the profiles they shared were unverified and half were inactive accounts.",con-050,True
con-050-v3,consumer,en,"I paid a matrimonial site Rs 40,000 for a personalised matchmaking plan with verified profiles. All the profiles they shared were unverified and half were inactive accounts. Kindly guide me on the next steps.",con-050,True
con-051,consumer,en,Received a damaged wardrobe from an online furniture store. They approved the return but pickup has not happened for six weeks and the refund is stuck pending pickup.,con-051,False
con-051-v1,consumer,en,Received a damaged wardrobe from an online furniture store. They approved the return but pickup has not happened for six weeks and the money back is stuck pending pickup. Kindly guide me on the next steps.,con-051,True
con-051-v2,consumer,en,Received a damaged wardrobe from an online furniture store. They approved the return but pickup has not happened for six weeks and the money back is stuck pending pickup. Is there any legal option for me?,con-051,True
